Bioarxiv Title,Bioarxiv Abstract
Correlating Deep Learning-Based Automated Reference Kidney Histomorphometry with Patient Demographics and Creatinine,"Background Reference histomorphometric data of healthy human kidneys are largely lacking due to laborious quantitation requirements. Correlating histomorphometric features with clinical parameters through machine learning approaches can provide valuable information about natural population variance. To this end, we leveraged deep learning, computational image analysis, and feature analysis to investigate the relationship of histomorphometry with patient age, sex, and serum creatinine (SCr) in a multinational set of reference kidney tissue sections.Methods A panoptic segmentation neural network was developed and used to segment viable and sclerotic glomeruli, cortical and medullary interstitia, tubules, and arteries/arterioles in the digitized images of 79 periodic acid-Schiff-stained human nephrectomy sections showing minimal pathologic changes. Simple morphometrics (e.g., area, radius, density) were quantified from the segmented classes. Regression analysis aided in determining the relationship of histomorphometric parameters with age, sex, and SCr.Results Our deep-learning model achieved high segmentation performance for all test compartments. The size and density of nephrons and arteries/arterioles varied significantly among healthy humans, with potentially large differences between geographically diverse patients. Nephron size was significantly dependent on SCr. Slight, albeit significant, differences in renal vasculature were observed between sexes. Glomerulosclerosis percentage increased, and cortical density of arteries/arterioles decreased, as a function of age.Conclusions Using deep learning, we automated precise measurements of kidney histomorphometric features. In the reference kidney tissue, several histomorphometric features demonstrated significant correlation to patient demographics and SCr. Deep learning tools can increase the efficiency and rigor of histomorphometric analysis.Significance statement Although the importance of kidney morphometry is well explored in disease contexts, the definition of variance in reference tissue is not. Advancements in digital and computational pathology have rendered quantitative analysis of unprecedented tissue volumes via the single press of a button. The authors leverage the unique benefits of panoptic segmentation to perform the largest ever quantitation of reference kidney morphometry. Regression analysis identified several kidney morphometric features that varied significantly with patient age and sex, and the results suggested that the set size of nephrons might depend more intricately on creatinine than previously thought."
Deep learning and host variable embedding augment microbiome-based simultaneous detection of multiple diseases,"Microbiome has emerged as a promising indicator or predictor of human diseases. However, previous studies typically labeled each specimen as either healthy or with a specific disease, ignoring the prevalence of complications or comorbidities in actual cohorts, which may confound the microbial-disease associations. For instance, a patient may suffer from multiple diseases, making it challenging to detect their health status accurately. Furthermore, host phenotypes such as physiological characteristics and lifestyles can alter the microbiome structure, but this information has not yet been fully utilized in data models. To address these issues, we propose a highly explainable deep learning (DL) method called Meta-Spec. Using a deep neural network (DNN) based approach, it encodes and embeds the refined host variables with microbiome features, enabling the detection of multiple diseases and their correlations simultaneously. Our experiments showed that Meta-Spec outperforms regular machine learning (ML) strategies for multi-label disease screening in several cohorts. More importantly, Meta-Spec can successfully detect comorbidities that are often missed by regular ML approaches. In addition, due to its high interpretability, Meta-Spec captures key factors that shape disease patterns from host variables and microbial members. Hence, these efforts improve the feasibility and sensitivity of microbiome-based disease screening in practical scenarios, representing a significant step towards personalized medicine and better health outcomes."
Deep learning-based image-analysis identifies a DAT-negative subpopulation of dopaminergic neurons in the lateral Substantia nigra,"Here we present a deep learning-based image analysis platform (DLAP), tailored to autonomously quantify cell numbers, and fluorescence signals within cellular compartments, derived from RNAscope or immunohistochemistry. We utilized DLAP to analyse subtypes of tyrosine hydroxylase (TH)-positive dopaminergic midbrain neurons in mouse and human brain sections. These neurons modulate complex behaviour, and are differentially affected in Parkinson’s and other diseases. DLAP allows the analysis of large cell numbers, and facilitates the identification of small cellular subpopulations. Specifically, we identified a small subpopulation of TH-positive neurons (∼5%), mainly located in the very lateral Substantia nigra (SN), that was immunofluorescence-negative for the plasmalemma dopamine transporter (DAT), with ∼40% smaller cell bodies. These neurons were negative for aldehyde dehydrogenase 1A1, with a lower co-expression rate for dopamine-D2-autoreceptors, but a ∼7-fold higher likelihood of calbindin-d28k co-expression (∼70%). Our results have important implications, as DAT is crucial for dopamine-signalling, and is commonly used as a marker for dopaminergic SN neurons."
Deep learning for rapid and reproducible histology scoring of lung injury in a porcine model,"Acute respiratory distress syndrome (ARDS) is a life-threatening condition with mortality rates between 30-50%. Although in vitro models replicate some aspects of ARDS, small and large animal models remain the primary research tools due to the multifactorial nature of the disease. When using these animal models, histology serves as the gold standard method to confirm lung injury and exclude other diagnoses as high-resolution chest images are often not feasible. Semi-quantitative scoring performed by independent observers is the most common form of histologic analysis in pre-clinical animal models of ARDS. Despite progress in standardizing analysis procedures, objectively comparing histological injuries remains challenging, even for highly-trained pathologists. Standardized scoring simplifies the task and allows better comparisons between research groups and across different injury models, but it is time-consuming, and interobserver variability remains a significant concern. Convolutional neural networks (CNNs), which have emerged as a key tool in image analysis, could automate this process, potentially enabling faster and more reproducible analysis. Here we explored the reproducibility of human standardized scoring for an animal model of ARDS and its suitability for training CNNs for automated scoring at the whole slide level. We found large variations between human scorers, even for pre-clinical experts and board-certified pathologies in evaluating ARDS animal models. We demonstrate that CNNs (VGG16, EfficientNetB4) are suitable for automated scoring and achieve up to 83% F1-score and 78% accuracy. Thus, CNNs for histopathological classification of acute lung injury could help reduce human variability and eliminate a time-consuming manual research task with acceptable performance."
Deep learning-driven characterization of single cell tuning in primate visual area V4 unveils topological organization,"Deciphering the brain’s structure-function relationship is key to understanding the neuronal mechanisms underlying perception and cognition. The cortical column, a vertical organization of neurons with similar functions, is a classic example of primate neocortex structure-function organization. While columns have been identified in primary sensory areas using parametric stimuli, their prevalence across higher-level cortex is debated. A key hurdle in identifying columns is the difficulty of characterizing complex nonlinear neuronal tuning, especially with high-dimensional sensory inputs. Here, we asked whether area V4, a mid-level area of the macaque visual system, is organized into columns. We combined large-scale linear probe recordings with deep learning methods to systematically characterize the tuning of >1,200 V4 neurons using in silico synthesis of most exciting images (MEIs), followed by in vivo verification. We found that the MEIs of single V4 neurons exhibited complex features like textures, shapes, or even high-level attributes such as eye-like structures. Neurons recorded on the same silicon probe, inserted orthogonal to the cortical surface, were selective to similar spatial features, as expected from a columnar organization. We quantified this finding using human psychophysics and by measuring MEI similarity in a non-linear embedding space, learned with a contrastive loss. Moreover, the selectivity of the neuronal population was clustered, suggesting that V4 neurons form distinct functional groups of shared feature selectivity, reminiscent of cell types. These functional groups closely mirrored the feature maps of units in artificial vision systems, hinting at shared encoding principles between biological and artificial vision. Our findings provide evidence that columns and functional cell types may constitute universal organizing principles of the primate neocortex, simplifying the cortex’s complexity into simpler circuit motifs which perform canonical computations."
Forecasting the numbers of disease vectors with deep learning,"Arboviral diseases such as dengue, Zika, chikungunya or yellow fever are a worldwide concern. The abundance of vector species plays a key role in the emergence of outbreaks of these diseases, so forecasting these numbers is fundamental in preventive risk assessment. Here we describe and demonstrate a novel approach that uses state-of-the-art deep learning algorithms to forecast disease vector numbers. Unlike classical statistical and machine learning methods, deep learning models use time series data directly as predictors and identify the features that are most relevant from a predictive perspective. We demonstrate the application of this approach to predict temporal trends in the number of Aedes aegypti mosquito eggs across Madeira Island for the period 2013 to 2019. Specifically, we apply the deep learning models to predict whether, in the following week, the number of Ae. aegypti eggs will remain unchanged, or whether it will increase or decrease, considering different percentages of change. We obtained high predictive accuracy for all years considered (mean AUC = 0.92 ± 0.05 sd). We also found that the preceding numbers of eggs is a highly informative predictor of future numbers. Linking our approach to disease transmission or importation models will contribute to operational, early warning systems of arboviral disease risk."
"Deep Learning-Enabled, Detection of Rare Circulating Tumor Cell Clusters in Whole Blood Using Label-free, Flow Cytometry","Metastatic tumors have poor prognoses for progression-free and overall survival for all cancer patients. Rare circulating tumor cells (CTCs) and rarer circulating tumor cell clusters (CTCCs) are potential biomarkers of metastatic growth, with CTCCs representing an increased risk factor for metastasis. Current detection platforms are optimized for ex vivo detection of CTCs only. Microfluidic chips and size exclusion methods have been proposed for CTCC detection; however, they lack in vivo utility and real-time monitoring capability. Confocal backscatter and fluorescence flow cytometry (BSFC) has been used for label-free detection of CTCCs in whole blood based on machine learning (ML) enabled peak classification. Here, we expand to a deep-learning (DL) -based, peak detection and classification model to detect CTCCs in whole blood data. We demonstrate that DL-based BSFC has a low false alarm rate of 0.78 events/min with a high Pearson correlation coefficient of 0.943 between detected events and expected events. DL-based BSFC of whole blood maintains a detection purity of 72% and a sensitivity of 35.3% for both homotypic and heterotypic CTCCs starting at a minimum size of two cells. We also demonstrate through artificial spiking studies that DL-based BSFC is sensitive to changes in the number of CTCCs present in the samples and does not add variability in detection beyond the expected variability from Poisson statistics. The performance established by DL-based BSFC motivates its use for in vivo detection of CTCCs. Further developments of label-free BSFC to enhance throughput could lead to critical applications in the clinical detection of CTCCs and ex vivo isolation of CTCC from whole blood with minimal disruption and processing steps."
Influence of Temperate Forest Autumn Leaf Phenology on Segmentation of Tree Species from UAV Imagery Using Deep Learning,"Remote sensing of forests has become increasingly accessible with the use of unoccupied aerial vehicles (UAV), along with deep learning, allowing for repeated high-resolution imagery and the capturing of phenological changes at larger spatial and temporal scales. In temperate forests during autumn, leaf senescence occurs when leaves change colour and drop. However, the influence of leaf senescence in temperate forests on tree species segmentation using a Convolutional Neural Network (CNN) has not yet been evaluated. Here, we acquired high-resolution UAV imagery over a temperate forest in Quebec, Canada on seven occasions between May and October 2021. We segmented and labelled 23,000 tree crowns from 14 different classes to train and validate a CNN for each imagery acquisition. The CNN-based segmentation showed the highest F1-score (0.72) at the start of leaf colouring in early September and the lowest F1-score (0.61) at peak fall colouring in early October. The timing of the events occurring during senescence, such as leaf colouring and leaf fall, varied substantially between and within species and according to environmental conditions, leading to higher variability in the remotely sensed signal. Deciduous and evergreen tree species that presented distinctive and less temporally-variable traits between individuals were better classified. While tree segmentation in a heterogenous forest remains challenging, UAV imagery and deep learning show high potential in mapping tree species. Our results from a temperate forest with strong leaf colour changes during autumn senescence show that the best performance for tree species segmentation occurs at the onset of this colour change."
A deep learning framework for predicting the neutralizing activity of COVID-19 therapeutics and vaccines against evolving SARS-CoV-2 variants,"Understanding how viral variants evade neutralization is crucial for improving antibody-based treatments, especially with rapidly evolving viruses like SARS-CoV-2. Yet, conventional assays are limited in the face of rapid viral evolution, relying on a narrow set of viral isolates, and falling short in capturing the full spectrum of variants. To address this, we have developed a deep learning approach to predict changes in neutralizing antibody activity of COVID-19 therapeutics and vaccines against emerging viral variants. First, we trained a variational autoencoder (VAE) using all 67,885 unique SARS-CoV-2 spike protein sequences from the NCBI virus (up to October 31, 2022) database to encode spike protein variants into a latent space. Using this VAE and a curated dataset of 7,069 in vitro assay data points from the NCATS OpenData Portal, we trained a neural network regression model to predict fold changes in neutralizing activity of 40 COVID-19 therapeutics and vaccines against spike protein sequence variants, relative to their neutralizing activity against the ancestral strain (Wuhan-Hu-1). Our model also employs Bayesian inference to quantify prediction uncertainty, providing more nuanced and informative estimates. To validate the model’s predictive capacity, we assessed its performance on a test set of in vitro assay data collected up to eight months after the data included in the model training (N = 980). The model accurately predicted fold changes in neutralizing activity for this prospective dataset, with an R2 of 0.77. Expanding our methodology to include all available data from NCBI virus and NCATS OpenData Portal up to date, we assessed predicted changes in activity for current COVID-19 monoclonal antibodies and vaccines against newly identified SARS-CoV-2 lineages. Our predictions suggest that current therapeutic and vaccine-induced antibodies will have significantly reduced activity against newer XBB descendants, notably EG.5, FL.1.5.1, and XBB.1.16. Using the model, we were able to primarily attribute the observed predicted loss in activity to the F456L spike mutation found in EG.5 and FL.1.5.1 sequences. Conversely, mRNA-bivalent vaccines are predicted to be less susceptible to the recent BA.2.86 variant compared to new XBB descendants. These findings align closely with recent research, underscoring the potential of deep learning in shaping therapeutic and vaccine strategies for emerging viral variants."
CoCoNat: a novel method based on deep-learning for coiled-coil prediction,"Motivation Coiled-coil domains (CCD) are widespread in all organisms performing several crucial functions. Given their relevance, the computational detection of coiled-coil domains is very important for protein functional annotation. State-of-the art prediction methods include the precise identification of coiled-coil domain boundaries, the annotation of the typical heptad repeat pattern along the coiled-coil helices as well as the prediction of the oligomerization state.Results In this paper we describe CoCoNat, a novel method for predicting coiled-coil helix boundaries, residue-level register annotation and oligomerization state. Our method encodes sequences with the combination of two state-of-the-art protein language models and implements a three-step deep learning procedure concatenated with a Grammatical-Restrained Hidden Conditional Random Field (GRHCRF) for CCD identification and refinement. A final neural network (NN) predicts the oligomerization state. When tested on a blind test set routinely adopted, CoCoNat obtains a performance superior to the current state-of-the-art both for residue-level and segment-level coiled-coil detection. CoCoNat significantly outperforms the most recent state-of-the art method on register annotation and prediction of oligomerization states.Availability CoCoNat is available at https://coconat.biocomp.unibo.it.Contact pierluigi.martelli{at}unibo.it"
"Context-Dependent Design of Induced-fit Enzymes using Deep Learning Generates Well Expressed, Thermally Stable and Active Enzymes","The potential of engineered enzymes in practical applications is often constrained by limitations in their expression levels, thermal stability, and the diversity and magnitude of catalytic activities. De-novo enzyme design, though exciting, is challenged by the complex nature of enzymatic catalysis. An alternative promising approach involves expanding the capabilities of existing natural enzymes to enable functionality across new substrates and operational parameters. To this end we introduce CoSaNN (Conformation Sampling using Neural Network), a novel strategy for enzyme design that utilizes advances in deep learning for structure prediction and sequence optimization. By controlling enzyme conformations, we can expand the chemical space beyond the reach of simple mutagenesis. CoSaNN uses a context-dependent approach that accurately generates novel enzyme designs by considering non-linear relationships in both sequence and structure space. Additionally, we have further developed SolvIT, a graph neural network trained to predict protein solubility in E.Coli, as an additional optimization layer for producing highly expressed enzymes. Through this approach, we have engineered novel enzymes exhibiting superior expression levels, with 54% of our designs expressed in E.Coli, and increased thermal stability with more than 30% of our designs having a higher Tm than the template enzyme. Furthermore, our research underscores the transformative potential of AI in protein design, adeptly capturing high order interactions and preserving allosteric mechanisms in extensively modified enzymes. These advancements pave the way for the creation of diverse, functional, and robust enzymes, thereby opening new avenues for targeted biotechnological applications."
Domain-based multi-domain protein and complex structure prediction using inter-domain interactions from deep learning,"Accurately capturing domain-domain interactions is key to understanding protein function and designing structure-based drugs. Although AlphaFold2 has made a breakthrough on single domain, it should be noted that the structure modeling for multi-domain protein and complex remains a challenge. In this study, we developed a multi-domain and complex structure assembly protocol, named DeepAssembly, based on domain segmentation and single domain modeling algorithms. Firstly, DeepAssembly uses a population-based evolutionary algorithm to assemble multi-domain proteins by inter-domain interactions inferred from a developed deep learning network. Secondly, protein complexes are assembled by means of domains rather than chains using DeepAssembly. Experimental results show that on 219 multi-domain proteins, the average inter-domain distance precision by DeepAssembly is 22.7% higher than that of AlphaFold2. Moreover, DeepAssembly improves accuracy by 11.8% for 164 multi-domain structures with low confidence deposited in AlphaFold database. We apply DeepAssembly for the prediction of 247 heterodimers. We find that DeepAssembly generates models with acceptable quality (DockQ ≥ 0.23) for 32.4% of the dimers, suggesting a lighter way to assemble complex structures by treating domains as assembly units and using inter-domain interactions learned from monomer structures."
Fine-tuning TrailMap: The utility of transfer learning to improve the performance of deep learning in axon segmentation of light-sheet microscopy images,"Light-sheet microscopy has made possible the 3D imaging of both fixed and live biological tissue, with samples as large as the entire mouse brain. However, segmentation and quantification of that data remains a time-consuming manual undertaking. Machine learning methods promise the possibility of automating this process. This study seeks to advance the performance of prior models through optimizing transfer learning. We fine-tuned the existing TrailMap model using expert-labeled data from noradrenergic axonal structures in the mouse brain. By fine-tuning the final two layers of the neural network at a lower learning rate of the TrailMap model, we demonstrate an improved recall and an occasionally improved adjusted F1- score within our test dataset over using the originally trained TrailMap model.Availability and implementation: The software and data are freely available at https://github.com/pnnl/brain_ohsu and https://data.pnl.gov/group/204/nodes/dataset/35673, respectively."
Deep-learning based bioactive therapeutic peptides generation and screening,"Many bioactive peptides demonstrated therapeutic effects over-complicated diseases, such as antiviral, antibacterial, anticancer, etc. Similar to the generating de novo chemical compounds, with the accumulated bioactive peptides as a training set, it is possible to generate abundant potential bioactive peptides with deep learning. Such techniques would be significant for drug development since peptides are much easier and cheaper to synthesize than compounds. However, there are very few deep learning-based peptide generating models. Here, we have created an LSTM model (named LSTM_Pep) to generate de novo peptides and finetune learning to generate de novo peptides with certain potential therapeutic effects. Remarkably, the Antimicrobial Peptide Database has fully utilized in this work to generate various kinds of potential active de novo peptide. We proposed a pipeline for screening those generated peptides for a given target, and use Main protease of SARS-COV-2 as concept-of-proof example. Moreover, we have developed a deep learning-based protein-peptide prediction model (named DeepPep) for fast screening the generated peptides for the given targets. Together with the generating model, we have demonstrated iteratively finetune training, generating and screening peptides for higher predicted binding affinity peptides can be achieved. Our work sheds light on to the development of deep learning-based methods and pipelines to effectively generating and getting bioactive peptides with a specific therapeutic effect, and showcases how artificial intelligence can help discover de novo bioactive peptides that can bind to a particular target."
DeepMap: A deep learning-based model with a four-line code for prediction-based breeding in crops,"ABSTRACTPrediction of phenotype through genotyping data using the emerging machine or deep learning technology has been proven successful in genomic prediction. We present here a graphical processing unit (GPU) enabled DeepMap configurable deep learning-based python package for the genomic prediction of quantitative phenotype traits. We found that deep learning captures non-linear patterns more efficiently than conventional statistical methods. Furthermore, we suggest an additional module inclusion of epistasis interactions and training of the model on Graphical Processing Units (GPUs) in addition to Central Processing Unit (CPU) to enhance efficiency and increase the model’s performance. We developed and demonstrated the application of DeepMap using a 3K rice genome panel and 1K-Rice Custom Amplicon (1kRiCA) data for several phenotypic traits including days to 50% flowering (DTF), number of productive tillers (NPT), panicle length (PL), plant height (PH), and plot yield (PY). We have found that DeepMap outperformed the best existing state-of-the-art models by giving higher predictive correlation and low mean squared error for the datasets studied. This prediction performance was higher than other compared models in the range of 13-31%. Similarly for Dataset-2, significantly higher predictions were observed than the compared models (16-20% higher prediction ability). On Dataset-3, we have also shown the better and versatile performance of our model across crops (wheat, maize, and soybean) for yield and yield-related traits. This demonstrates the potentiality of the framework and ease of use for future research in crop improvement. The DeepMap is accessible at https://test.pypi.org/project/DeepMap-1.0/.Short Summary DeepMap is a deep learning-based breeder-friendly python package to perform genomic prediction. It utilizes epistatic interactions for data augmentation and outperforms the existing state-of-the-art machine/deep learning models such as Bayesian LASSO, GBLUP, DeepGS, and dualCNN. DeepMap developed for rice and tested across crops such as maize, wheat, soybean etc."
In silico evolution of protein binders with deep learning models for structure prediction and sequence design,"There has been considerable progress in the development of computational methods for designing protein-protein interactions, but engineering high-affinity binders without extensive screening and maturation remains challenging. Here, we test a protein design pipeline that uses iterative rounds of deep learning (DL)-based structure prediction (AlphaFold2) and sequence optimization (ProteinMPNN) to design autoinhibitory domains (AiDs) for a PD-L1 antagonist. Inspired by recent advances in therapeutic design, we sought to create autoinhibited (or masked) forms of the antagonist that can be conditionally activated by proteases. Twenty-three de novo designed AiDs, varying in length and topology, were fused to the antagonist with a protease sensitive linker, and binding to PD-L1 was tested with and without protease treatment. Nine of the fusion proteins demonstrated conditional binding to PD-L1 and the top performing AiDs were selected for further characterization as single domain proteins. Without any experimental affinity maturation, four of the AiDs bind to the PD-L1 antagonist with equilibrium dissociation constants (KDs) below 150 nM, with the lowest KD equal to 0.9 nM. Our study demonstrates that DL-based protein modeling can be used to rapidly generate high affinity protein binders.Significance statement Protein-protein interactions are critical to most processes in biology, and improved methods for designing protein binders will enable the creation of new research reagents, diagnostics, and therapeutics. In this study, we show that a deep learning-based method for protein design can create high-affinity protein binders without the need for extensive screening or affinity maturation."
BIBSNet: A Deep Learning Baby Image Brain Segmentation Network for MRI Scans,"Objectives Brain segmentation of infant magnetic resonance (MR) images is vitally important in studying developmental mental health and disease. The infant brain undergoes many changes throughout the first years of postnatal life, making tissue segmentation difficult for most existing algorithms. Here, we introduce a deep neural network BIBSNet (Baby and Infant Brain Segmentation Neural Network), an open-source, community-driven model that relies on data augmentation and a large sample size of manually annotated images to facilitate the production of robust and generalizable brain segmentations.Experimental Design Included in model training and testing were MR brain images on 84 participants with an age range of 0-8 months (median postmenstrual ages of 13.57 months). Using manually annotated real and synthetic segmentation images, the model was trained using a 10-fold cross-validation procedure. Testing occurred on MRI data processed with the DCAN labs infant-ABCD-BIDS processing pipeline using segmentations produced from gold standard manual annotation, joint-label fusion (JLF), and BIBSNet to assess model performance.Principal Observations Using group analyses, results suggest that cortical metrics produced using BIBSNet segmentations outperforms JLF segmentations. Additionally, when analyzing individual differences, BIBSNet segmentations perform even better.Conclusions BIBSNet segmentation shows marked improvement over JLF segmentations across all age groups analyzed. The BIBSNet model is 600x faster compared to JLF and can be easily included in other processing pipelines."
"A Modular, Adaptive, Deep-Learning-Based Brain-VR Interface","Brain-Computer Interfaces (BCIs) may open up new possibilities for Virtual Reality (VR) applications: BCIs may be used for active brain control of VR avatars, or to make VR content passively-adaptive based on information decoded from ongoing brain activity. Application domains for such Brain-VR Interfaces (BVRI) include medical and healthcare, entertainment, and education. Conversely, VR technology also opens up new possibilities for BCI research and development: E.g., gamified immersive BCI paradigms may improve subject engagement and long-term motivation, helping to study learning and adaptivity in the BCI-control context. Previously, we have demonstrated a first adaptive, deep-learning-based online BCI for the control of robotic assistants. Here, we describe the extension of this setup to a modular, extensible, VR-compatible online BCI setup. We describe how we integrated a classical active BCI control paradigm using motor imagery into a gamified interactive VR scenario, designed to enhance the long-term motivation of subjects. We also present an initial quality assessment of electroencephalographic (EEG) signals acquired with a dry-electrode system. We anticipate that the presented modular adaptive Brain-VR Interface will help to understand and facilitate (co-)adaptivity during long-term BCI usage."
ASTRA: a deep learning algorithm for fast semantic segmentation of large-scale astrocytic networks,"Changes in the intracellular calcium concentration are a fundamental fingerprint of astrocytes, the main type of glial cell. Astrocyte calcium signals can be measured with two-photon microscopy, occur in anatomically restricted subcellular regions, and are coordinated across astrocytic networks. However, current analytical tools to identify the astrocytic subcellular regions where calcium signals occur are time-consuming and extensively rely on user-defined parameters. These limitations limit reproducibility and prevent scalability to large datasets and fields-of-view. Here, we present Astrocytic calcium Spatio-Temporal Rapid Analysis (ASTRA), a novel software combining deep learning with image feature engineering for fast and fully automated semantic segmentation of two-photon calcium imaging recordings of astrocytes. We applied ASTRA to several two-photon microscopy datasets and found that ASTRA performed rapid detection and segmentation of astrocytic cell somata and processes with performance close to that of human experts, outperformed state-of-the-art algorithms for the analysis of astrocytic and neuronal calcium data, and generalized across indicators and acquisition parameters. We also applied ASTRA to the first report of two-photon mesoscopic imaging of hundreds of astrocytes in awake mice, documenting large-scale redundant and synergistic interactions in extended astrocytic networks. ASTRA is a powerful tool enabling closed-loop and large-scale reproducible investigation of astrocytic morphology and function."
SlumberNet: Deep learning classification of sleep stages using residual neural networks,"Sleep research is fundamental to understanding health and well-being, as proper sleep is essential for maintaining optimal physiological function. Here we present SlumberNet, a novel deep learning model based on residual network (ResNet) architecture, designed to classify sleep states in mice using electroencephalogram (EEG) and electromyogram (EMG) signals. Our model was trained and tested on data from mice undergoing baseline sleep, sleep deprivation, and recovery sleep, enabling it to handle a wide range of sleep conditions. Employing k-fold cross-validation and data augmentation techniques, SlumberNet achieved high levels of accuracy (∼98%) in predicting sleep stages and showed robust performance even with a small and diverse training dataset. Comparison of SlumberNet’s performance to manual sleep stage classification revealed a significant reduction in analysis time (∼50x faster), without sacrificing accuracy. Our study showcases the potential of deep learning to facilitate sleep research by providing a more efficient, accurate, and scalable method for sleep stage classification. Our work with SlumberNet demonstrates the power of deep learning in sleep research, and looking forward, SlumberNet could be adapted to human EEG analysis and sleep stage classification. Thus, SlumberNet could be a valuable tool in understanding both sleep physiology and disorders in mammals."
Building Trust in Deep Learning-based Immune Response Predictors with Interpretable Explanations,"The ability to predict whether a peptide will get presented on Major Histocompatibility Complex (MHC) class I molecules has profound implications in designing vaccines. Numerous deep learning-based predictors for peptide presentation on MHC class I molecules exist with high levels of accuracy. However, these MHC class I predictors are treated as black-box functions, providing little insight into their decision making. To build turst in these predictors, it is crucial to understand the rationale behind their decisions with human-interpretable explanations. We present MHCXAI, eXplainable AI (XAI) techniques to help interpret the outputs from MHC class I predictors in terms of input peptide features. In our experiments, we explain the outputs of four state-of-the-art MHC class I predictors over a large dataset of peptides and MHC alleles. Additionally, we evaluate the reliability of the explanations by comparing against ground truth and checking their robustness. MHCXAI seeks to increase understanding of deep learning-based predictors in the immune response domain and build trust with validated explanations"
Automatic Classification of Normal and Abnormal Cell Division Using Deep Learning Analysis of Mitosis Videos,"In recent years, there has been a surge in the development of methods for cell segmentation and tracking, with initiatives such as the Cell Tracking Challenge driving progress in the field. Most studies focus on regular cell population videos in which cells are segmented, cell tracks followed, and parental relationships annotated. However, DNA damage induced by genotoxic drugs or ionizing radiation provide additional abnormal cellular events of interest since they lead to aberrant behaviors such as abnormal cell divisions (i.e., resulting in a number of daughter cells different from two) and cell death.The dynamic development of those abnormal events can be followed using time lapse microscopy to be further analyzed. With this in mind, we developed an automatic mitosis classifier that categorizes small mitosis image sequences centered around a single cell as “Normal” or “Abnormal.” These mitosis sequences were extracted from videos of cell populations exposed to varying levels of radiation that affect the cell cycle’s development. Such an approach can aid in detecting, tracking, and characterizing the behavior of the entire population.In this study, we explored several deep-learning architectures for working with 12-frame mitosis sequences. We found that a network with a ResNet50 backbone, modified to operate independently on each video frame and then combined using a Long Short-Term Memory (LSTM) layer, produced the best results in the classification (mean F1-score: 0.93 ± 0.06). In future work, we plan to integrate the mitosis classifier in a cell segmentation and tracking pipeline to build phylogenetic trees of the entire cell population after genomic stress.Author Summary In recent years, there has been a growing interest in developing methods to analyze videos of cell populations, which show how cells move and divide over time. Typically, researchers focus on developing methods to automatically identify and track individual cells and their divisions. However, exposure to anticancer drugs or radiation can cause uncommon behaviors, such as abnormal cell divisions, which are of interest to experts studying the effects of these agents on cell behavior.To address this issue, we developed an automated tool that can determine whether a specific cell division seen in a video is normal or abnormal. We used video microscopy to capture small sequences of cell division, and then trained a deep-learning model to classify these sequences as either normal or abnormal. We found that our model achieved a high level of accuracy in this task.Our tool has the potential to aid experts in identifying abnormal cellular events, providing insights into the effects of genotoxic agents on cell behavior. In future work, we plan to integrate our tool into more complex methods for analyzing cell population videos, which may help us better understand the impact of toxic agents on the behavior of the entire cell population."
"EGGNet, a generalizable geometric deep learning framework for protein complex pose scoring","Computational prediction of molecule-protein interactions has been key for developing new molecules to interact with a target protein for therapeutics development. Past work includes two independent streams of approaches: (1) predicting protein-protein interactions (PPI) between naturally occurring proteins and (2) predicting the binding affinities between proteins and small molecule ligands (aka drug target interaction, or DTI). Studying the two problems in isolation has limited the ability of these computational models to generalize across the PPI and DTI tasks, both of which ultimately involve non-covalent interactions with a protein target. In this work, we developed an Equivariant Graph of Graphs neural Network (EGGNet), a geometric deep learning framework for molecule-protein binding predictions that can handle three types of molecules for interacting with a target protein: (1) small molecules, (2) synthetic peptides and (3) natural proteins. EGGNet leverages a graph of graphs (GoGs) representation constructed from the molecule structures at atomic-resolution and utilizes a multi-resolution equivariant graph neural network (GNN) to learn from such representations. In addition, EGGNet leverages the underlying biophysics and makes use of both atom- and residue-level interactions, which improve EGGNet’s ability to rank candidate poses from blind docking. EGGNet achieves competitive performance on both a public proteinsmall molecule binding affinity prediction task (80.2% top-1 success rate on CASF-2016) and an synthetic protein interface prediction task (88.4% AUPR). We envision that the proposed geometric deep learning framework can generalize to many other protein interaction prediction problems, such as binding site prediction and molecular docking, helping accelerate protein engineering and structure-based drug development."
Riboformer: A Deep Learning Framework for Predicting Context-Dependent Translation Dynamics,"Translation elongation is essential for maintaining cellular proteostasis, and alterations in the translational landscape are associated with a range of diseases. Ribosome profiling allows detailed measurement of translation at genome scale. However, it remains unclear how to disentangle biological variations from technical artifacts and identify sequence determinant of translation dysregulation. Here we present Riboformer, a deep learning-based framework for modeling context-dependent changes in translation dynamics. Riboformer leverages the transformer architecture to accurately predict ribosome densities at codon resolution. It corrects experimental artifacts in previously unseen datasets, reveals subtle differences in synonymous codon translation and uncovers a bottleneck in protein synthesis. Further, we show that Riboformer can be combined with in silico mutagenesis analysis to identify sequence motifs that contribute to ribosome stalling across various biological contexts, including aging and viral infection. Our tool offers a context-aware and interpretable approach for standardizing ribosome profiling datasets and elucidating the regulatory basis of translation kinetics."
