Google Title,Google Author,Google Author URL,Google Abstract
A fully differentiable ligand pose optimization framework guided by deep learning and a traditional scoring function,"Z Wang, L Zheng, S Wang, M Lin, Z Wang… - Briefings in …, 2023 - academic.oup.com",https://scholar.google.com//citations?user=3F67iQIAAAAJ&hl=zh-CN&oe=GB&oi=sra, The recently reported machine learning- or deep learning-based scoring functions (SFs)  Our work provides a paradigm for optimizing ligand conformations based on deep learning 
A deep learning solution for real-time quality assessment and control in additive manufacturing using point cloud data,"J Akhavan, J Lyu, S Manoochehri - Journal of Intelligent Manufacturing, 2023 - Springer",https://scholar.google.com//citations?user=HSDzlBAAAAAJ&hl=zh-CN&oe=GB&oi=sra,This work presents an in-situ quality assessment and improvement technique using point cloud and AI for data processing and smart decision making in Additive Manufacturing (AM) 
Wind speed prediction by a swarm intelligence based deep learning model via signal decomposition and parameter optimization using improved chimp optimization …,"L Suo, T Peng, S Song, C Zhang, Y Wang, Y Fu… - Energy, 2023 - Elsevier",https://scholar.google.com//citations?user=oX8XP0QAAAAJ&hl=zh-CN&oe=GB&oi=sra," this paper is a deep learning model optimized by evolutionary algorithms, namely IChOA-BiGRU. This paper cleverly exploits the advantages of deep learning models in prediction and "
Deep learning-based single-image super-resolution: a comprehensive review,"K Chauhan, SN Patel, M Kumhar, J Bhatia… - IEEE …, 2023 - ieeexplore.ieee.org",https://scholar.google.com//citations?user=tNeItu0AAAAJ&hl=zh-CN&oe=GB&oi=sra," deep learning a decade ago, this field has made significant strides. This paper presents a comprehensive review of the deep learning  the conventional deep learning methods given the "
Automatic concrete infrastructure crack semantic segmentation using deep learning,"B Chen, H Zhang, G Wang, J Huo, Y Li, L Li - Automation in Construction, 2023 - Elsevier",https://scholar.google.com//citations?user=o0jCR_oAAAAJ&hl=zh-CN&oe=GB&oi=sra,"To solve the privation of crack information during feature transmission, we propose an automatic concrete infrastructure crack semantic segmentation method using deep learning. "
TeutongNet: A Fine-Tuned Deep Learning Model for Improved Forest Fire Detection,"GM Idroes, A Maulana, R Suhendra… - Leuser Journal of …, 2023 - heca-analitika.com",https://scholar.google.com//citations?user=gBP38gcAAAAJ&hl=zh-CN&oe=GB&oi=sra," deep learning models have shown great promise in the field of forest fire detection. The integration of deep learning  However, while deep learning models have shown great promise in "
Learning spatial patterns and temporal dependencies for traffic accident severity prediction: A deep learning approach,"F Alhaek, W Liang, TM Rajeh, MH Javed, T Li - Knowledge-Based Systems, 2024 - Elsevier",https://scholar.google.com//citations?user=25mubAsAAAAJ&hl=zh-CN&oe=GB&oi=sra," Traditional machine learning approaches that ignore temporal dependencies may fail to  To address the above challenges, we propose a deep learning approach for predicting traffic "
A deep learning approach for electromechanical impedance based concrete structural damage quantification using two-dimensional convolutional neural network,"D Ai, J Cheng - Mechanical Systems and Signal Processing, 2023 - Elsevier",https://scholar.google.com//citations?user=-hwGMHcAAAAJ&hl=zh-CN&oe=GB&oi=sra, Deep learning approach using convolutional neural networks (CNNs) has ushered in  This paper proposed a deep learning approach for the raw EMA-based rapid damage 
COA-CNN-LSTM: Coati optimization algorithm-based hybrid deep learning model for PV/wind power forecasting in smart grid applications,"M Abou Houran, SMS Bukhari, MH Zafar, M Mansoor… - Applied Energy, 2023 - Elsevier",https://scholar.google.com//citations?user=rw6vWdcAAAAJ&hl=zh-CN&oe=GB&oi=sra," Hyper parameter tuning is one of the main drawbacks of using deep learning algorithms. Therefore, COA discards this problem and converges to the global minima efficiently and timely "
Implementing a deep-learning model using Google street view to combine social and physical indicators of gentrification,"W Thackway, M Ng, CL Lee, C Pettit - Computers, Environment and Urban …, 2023 - Elsevier",https://scholar.google.com//citations?user=C8uhO88AAAAJ&hl=zh-CN&oe=GB&oi=sra," Recently however, the proliferation of Big Data and advancements in deep learning (DL)  The paper provides the first machine learning approach to combine social and physical "
Detection of fruit maturity stage and yield estimation in wild blueberry using deep learning convolutional neural networks,"CB MacEachern, TJ Esau, AW Schumann… - Smart Agricultural …, 2023 - Elsevier",https://scholar.google.com//citations?user=j_ImpdYAAAAJ&hl=zh-CN&oe=GB&oi=sra," This study looked at the development of six deep learning artificial neural network models for detecting ripeness stage in wild blueberries, along with developing models for yield "
iERM: An interpretable deep learning system to classify epiretinal membrane for different optical coherence tomography devices: A multi-center analysis,"K Jin, Y Yan, S Wang, C Yang, M Chen, X Liu… - Journal of Clinical …, 2023 - mdpi.com",https://scholar.google.com//citations?user=wesqMBUAAAAJ&hl=zh-CN&oe=GB&oi=sra," Thus, this study aimed to develop a two-stage deep learning (DL) system named iERM to provide accurate automatic grading of ERM for clinical practice. Methods: The iERM was "
Detection of Covid-19 and other pneumonia cases from CT and X-ray chest images using deep learning based on feature reuse residual block and depthwise dilated …,"G Celik - Applied Soft Computing, 2023 - Elsevier",https://scholar.google.com//citations?user=OlepJ5wAAAAJ&hl=zh-CN&oe=GB&oi=sra," In this study, a new deep learning-based architecture is proposed for rapid detection of Covid-19 and other symptoms using CT and X-ray chest images. This method, called "
Detection of autism spectrum disorder using fMRI functional connectivity with feature selection and deep learning,"J Zhang, F Feng, T Han, X Gong, F Duan - Cognitive Computation, 2023 - Springer",https://scholar.google.com//citations?user=7chm1qwAAAAJ&hl=zh-CN&oe=GB&oi=sra," Furthermore, multi-site datasets collected by multiple worldwide institutions make it difficult to apply machine learning methods due to their heterogeneity. We propose a deep learning "
An active deep learning method for diabetic retinopathy detection in segmented fundus images using artificial bee colony algorithm,"E Özbay - Artificial Intelligence Review, 2023 - Springer",https://scholar.google.com//citations?user=8vlRxUIAAAAJ&hl=zh-CN&oe=GB&oi=sra," In this article, active deep learning (ADL) using new multi-layer architecture for automatic  In the first, images are selected to learn simple or complex retinal features using basic accuracy "
Review of image augmentation used in deep learning-based material microscopic image segmentation,"J Ma, C Hu, P Zhou, F Jin, X Wang, H Huang - Applied Sciences, 2023 - mdpi.com",https://scholar.google.com//citations?user=YfsnRcQAAAAJ&hl=zh-CN&oe=GB&oi=sra," The deep learning-based image segmentation approach has  However, the accuracy and generalizability of deep learning  Three major categories of deep learning-based image "
Inverse design optimization framework via a two-step deep learning approach: application to a wind turbine airfoil,"S Yang, S Lee, K Yee - Engineering with Computers, 2023 - Springer",https://scholar.google.com//citations?user=RXQtpkkAAAAJ&hl=zh-CN&oe=GB&oi=sra, deep learning approach. This approach refers to the sequential coupling of two deep learning  Active learning and transfer learning strategies were applied to improve the accuracy of 
Optimizing traffic flow in smart cities: Soft GRU-based recurrent neural networks for enhanced congestion prediction using deep learning,"SM Abdullah, M Periyasamy, NA Kamaludeen… - Sustainability, 2023 - mdpi.com",https://scholar.google.com//citations?user=uPbsXfMAAAAJ&hl=zh-CN&oe=GB&oi=sra,"Recently, different techniques have been applied to detect, predict, and reduce traffic congestion to improve the quality of transportation system services. Deep learning (DL) is "
"Rotation, Translation and Scale Invariant Sign Word Recognition Using Deep Learning.","ASM Miah, J Shin, M Al Mehedi Hasan… - … Systems Science & …, 2023 - researchgate.net",https://scholar.google.com//citations?user=lHr92I8AAAAJ&hl=zh-CN&oe=GB&oi=sra," In recent years, some researchers employed deep learning- invariant deep learning model to solve current problems.  Then a deep learning-based CNN model is used to extract the "
A comprehensive survey on multi-modal conversational emotion recognition with deep learning,"Y Shou, T Meng, W Ai, N Yin, K Li - arXiv preprint arXiv:2312.05735, 2023 - arxiv.org",https://scholar.google.com//citations?user=Bvlm-GoAAAAJ&hl=zh-CN&oe=GB&oi=sra," • Comprehensive Review: This paper provides the most comprehensive review of deep learning and machine learning algorithms for MCER. For each modeling approach, we provide "
Predicting meningioma grades and pathologic marker expression via deep learning,"J Chen, Y Xue, L Ren, K Lv, P Du, H Cheng, S Sun… - European …, 2023 - Springer",https://scholar.google.com//citations?user=fhdVWMcAAAAJ&hl=zh-CN&oe=GB&oi=sra, A deep learning–based approach was employed to develop a model for predicting  Deep learning (DL)–based radiomics has been a newly developed approach for extracting large 
,,https://scholar.google.com//citations?user=ncrUkdwAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=l3-0vv0AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=vbRDMFoAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=JngZto4AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=aA0WvmoAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=QVmhahwAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=JvfrJZkAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=Lnn5k4YAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=7zotEiEAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=zt9USjIAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=we9W2C4AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=tvZG4-UAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=aucB85kAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=c324JbkAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=__CFbCgAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=zZ3vDAsAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=IGaPhRoAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=jrjGRX4AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=Js4S7BwAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=PcqcMZwAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=jGUtBmQAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=RG3PiFgAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=8uNSCrEAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=ZapnwegAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=dSwQVggAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=qgsRdXkAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=Vw6el1AAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=OTzvsa4AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=MrWIWNwAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=SssrcUsAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=XFMb_NcAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=U7nyK54AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=wPgir9UAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=dcWGOXIAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=7WKMPpQAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=VpUFw68AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=WKuG5NgAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=DK4XrKoAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=7w6p2jwAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=2GhK8rUAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=C1enS8IAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=-93JGd4AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=I8Vq5WQAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=1cteIHQAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=jsDgMzkAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=oTGMv5oAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=DYV7AzEAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=L_vwQQ4AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=V0nu4cwAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=61-tny8AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=hP-LYf4AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=o9JGwN4AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=UiXJ5KIAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=BmxxhCYAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=nsKrJq0AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=-_tza30AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=-e5EP0MAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=rHSR_fwAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=ex-eO0UAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=85bt-X0AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=XuwmCz4AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=Ks6AKCwAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=xibpfkQAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=-x-0mwYAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=LrxvB8MAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=oB7oZZUAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=Pg3lkkgAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=NuyoNc4AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=QvgEF8sAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=ATR5BEEAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=NafLuUIAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=h2VwEOgAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=IZDVWO0AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=aDajM-8AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=OHHhbO0AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=vtUoDhAAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=KvOMYyUAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=Vgi8nAcAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=IZDVWO0AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=aDajM-8AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=GxaJR60AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=K63R-W0AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=NSRyKhIAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=jYiiulEAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=_FLU0iYAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=wDRb8-kAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=kZ5J3GkAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=L5JfNCoAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=G_brwrUAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=FAx3ZYEAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=7nlvOMQAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=KzESVKwAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=ZMeiPM8AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=aKEwyisAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=hWhIZT4AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=QFObuRkAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=QBietV4AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=LIWZPIcAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=vEjIr9EAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=H_55QaoAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=ugQYOtEAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=6uExZjUAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=EYewom8AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=UsLXSAEAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=USiLED8AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=ht2MknAAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=5RIgb3wAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=WYc4jsgAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=g7wbPkUAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=YzOhSZoAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=BSTidncAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=n0lOKiAAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=hI7_HFMAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=p5-QP44AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=hL4weX4AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=QtLtqsEAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=UWtSC3sAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=AoiL3NsAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=tdMdty4AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=cij5YX4AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=F3xWir4AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=xSak060AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=XIJJdesAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=QIt_9U8AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=2MG9-NAAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=n5oXbL8AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=OvyaqQIAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=1onMUm4AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=QDnvjLQAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=Q3c3F8kAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=VliE10UAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=YSgLh0YAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=r6Lj9FcAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=NGxv93QAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=vNo9wA8AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=0C3IjEIAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=izBsqU4AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=tJj0peMAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=FuVgn6YAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=oqnkMZUAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=ZLNlnk8AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=4MozTj8AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=wB18x_AAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=eRV0CGcAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=AZ_y9HgAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=HruMg_YAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=Y-VaJ-sAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=rTgYLN8AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=yEQcl3EAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=IAaAiXgAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=HEO_PsAAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=lzqRkTQAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=Me1tooAAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=pPg7Zu8AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=pF4AS_EAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=gH9Yb9UAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=_9RIAjYAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=xYakeVoAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=jBmB07gAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=Z3ClyIgAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=Jje_grYAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=BQAQuH8AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=4Zp2TCwAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=xJ4SHAEAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=FN3Lb2gAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=RId1qZ8AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=Zdb8rw0AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=Nqz34PEAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=CjQq6yYAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=qnDOEV4AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=an6w-64AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=dFuEeKAAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=wqnxS8gAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=76E3OwUAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=5YjOvqgAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=wfRCgVEAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=c3ODm94AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=HGNZ1fkAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=3Q3U0g0AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=6ovrqloAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=jDB7QpwAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=9KeZgpQAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=DZQAiAcAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=I0CO72QAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=ARo4eW0AAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=Oqky1hIAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=17CrETAAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=7X_oT4YAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=JUn8PgwAAAAJ&hl=zh-CN&oe=GB&oi=sra,
,,https://scholar.google.com//citations?user=eterrTMAAAAJ&hl=zh-CN&oe=GB&oi=sra,
