PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37490302","Lesion detection with fine-grained image categorization for myopic traction maculopathy (MTM) using optical coherence tomography","Huang X, He S, Wang J, Yang S, Wang Y, Ye X.","Med Phys. 2023 Sep;50(9):5398-5409. doi: 10.1002/mp.16623. Epub 2023 Jul 25.","Huang X","Med Phys","2023","2023/07/25","","","10.1002/mp.16623"
"37430718","Sine-Cosine-Adopted African Vultures Optimization with Ensemble Autoencoder-Based Intrusion Detection for Cybersecurity in CPS Environment","Almuqren L, Al-Mutiri F, Maashi M, Mohsen H, Hilal AM, Alsaid MI, Drar S, Abdelbagi S.","Sensors (Basel). 2023 May 16;23(10):4804. doi: 10.3390/s23104804.","Almuqren L","Sensors (Basel)","2023","2023/07/11","PMC10222252","","10.3390/s23104804"
"37360627","Deep learning-based monitoring technique for real-time intravenous medication bag status","Hwang YJ, Kim GH, Kim MJ, Nam KW.","Biomed Eng Lett. 2023 Jun 7;13(4):1-10. doi: 10.1007/s13534-023-00292-w. Online ahead of print.","Hwang YJ","Biomed Eng Lett","2023","2023/06/26","PMC10245361","","10.1007/s13534-023-00292-w"
"37312973","Deep learning for automated contouring of neurovascular structures on magnetic resonance imaging for prostate cancer patients","van den Berg I, Savenije MHF, Teunissen FR, van de Pol SMG, Rasing MJA, van Melick HHE, Brink WM, de Boer JCJ, van den Berg CAT, van der Voort van Zyp JRN.","Phys Imaging Radiat Oncol. 2023 Jun 1;26:100453. doi: 10.1016/j.phro.2023.100453. eCollection 2023 Apr.","van den Berg I","Phys Imaging Radiat Oncol","2023","2023/06/14","PMC10258498","","10.1016/j.phro.2023.100453"
"37187961","Development and validation of a deep learning-based model to distinguish acetabular fractures on pelvic anteroposterior radiographs","Ye P, Li S, Wang Z, Tian S, Luo Y, Wu Z, Zhuang Y, Zhang Y, Grzegorzek M, Hou Z.","Front Physiol. 2023 Apr 28;14:1146910. doi: 10.3389/fphys.2023.1146910. eCollection 2023.","Ye P","Front Physiol","2023","2023/05/15","PMC10176114","","10.3389/fphys.2023.1146910"
"37168659","Association of lifestyle with deep learning predicted electrocardiographic age","Zhang C, Miao X, Wang B, Thomas RJ, Ribeiro AH, Brant LCC, Ribeiro ALP, Lin H.","Front Cardiovasc Med. 2023 Apr 24;10:1160091. doi: 10.3389/fcvm.2023.1160091. eCollection 2023.","Zhang C","Front Cardiovasc Med","2023","2023/05/11","PMC10165078","","10.3389/fcvm.2023.1160091"
"36990740","Effect of Deep Learning Reconstruction on Respiratory-triggered T2-weighted MR Imaging of the Liver: A Comparison between the Single-shot Fast Spin-echo and Fast Spin-echo Sequences","Kiso K, Tsuboyama T, Onishi H, Ogawa K, Nakamoto A, Tatsumi M, Ota T, Fukui H, Yano K, Honda T, Kakemoto S, Koyama Y, Tarewaki H, Tomiyama N.","Magn Reson Med Sci. 2023 Mar 29. doi: 10.2463/mrms.mp.2022-0111. Online ahead of print.","Kiso K","Magn Reson Med Sci","2023","2023/03/29","","","10.2463/mrms.mp.2022-0111"
"36976110","Impact of Training Data, Ground Truth and Shape Variability in the Deep Learning-Based Semantic Segmentation of HeLa Cells Observed with Electron Microscopy","Karabağ C, Ortega-Ruíz MA, Reyes-Aldasoro CC.","J Imaging. 2023 Mar 1;9(3):59. doi: 10.3390/jimaging9030059.","Karabağ C","J Imaging","2023","2023/03/28","PMC10058680","","10.3390/jimaging9030059"
"36969503","Anatomical evaluation of deep-learning synthetic computed tomography images generated from male pelvis cone-beam computed tomography","de Hond YJM, Kerckhaert CEM, van Eijnatten MAJM, van Haaren PMA, Hurkmans CW, Tijssen RHN.","Phys Imaging Radiat Oncol. 2023 Jan 23;25:100416. doi: 10.1016/j.phro.2023.100416. eCollection 2023 Jan.","de Hond YJM","Phys Imaging Radiat Oncol","2023","2023/03/27","PMC10037090","","10.1016/j.phro.2023.100416"
"36848011","Automatic vertebral fracture and three-column injury diagnosis with fracture visualization by a multi-scale attention-guided network","Zhang S, Zhao Z, Qiu L, Liang D, Wang K, Xu J, Zhao J, Sun J.","Med Biol Eng Comput. 2023 Jul;61(7):1661-1674. doi: 10.1007/s11517-023-02805-2. Epub 2023 Feb 27.","Zhang S","Med Biol Eng Comput","2023","2023/02/27","","","10.1007/s11517-023-02805-2"
"36833124","Archimedes Optimization Algorithm with Deep Learning-Based Prostate Cancer Classification on Magnetic Resonance Imaging","Ragab M, Kateb F, El-Sawy EK, Binyamin SS, Al-Rabia MW, A Mansouri R.","Healthcare (Basel). 2023 Feb 16;11(4):590. doi: 10.3390/healthcare11040590.","Ragab M","Healthcare (Basel)","2023","2023/02/25","PMC9957347","","10.3390/healthcare11040590"
"36826956","Deep Learning Applied to Intracranial Hemorrhage Detection","Cortés-Ferre L, Gutiérrez-Naranjo MA, Egea-Guerrero JJ, Pérez-Sánchez S, Balcerzyk M.","J Imaging. 2023 Feb 7;9(2):37. doi: 10.3390/jimaging9020037.","Cortés-Ferre L","J Imaging","2023","2023/02/24","PMC9963867","","10.3390/jimaging9020037"
"36819291","Improved image quality in transcatheter aortic valve implantation planning CT using deep learning-based image reconstruction","Heinrich A, Yücel S, Böttcher B, Öner A, Manzke M, Klemenz AC, Weber MA, Meinel FG.","Quant Imaging Med Surg. 2023 Feb 1;13(2):970-981. doi: 10.21037/qims-22-639. Epub 2022 Dec 20.","Heinrich A","Quant Imaging Med Surg","2023","2023/02/23","PMC9929406","","10.21037/qims-22-639"
"36724618","Novel prediction models for hyperketonemia using bovine milk Fourier-transform infrared spectroscopy","Walleser E, Reyes JFM, Anklam K, Pralle RS, White HM, Unger S, Panne N, Kammer M, Plattner S, Döpfer D.","Prev Vet Med. 2023 Apr;213:105860. doi: 10.1016/j.prevetmed.2023.105860. Epub 2023 Jan 25.","Walleser E","Prev Vet Med","2023","2023/02/01","PMC10038899","NIHMS1870466","10.1016/j.prevetmed.2023.105860"
"36579336","Deep-Learning-Aided Diagnosis of Diabetic Retinopathy, Age-Related Macular Degeneration, and Glaucoma Based on Structural and Angiographic OCT","Zang P, Hormel TT, Hwang TS, Bailey ST, Huang D, Jia Y.","Ophthalmol Sci. 2022 Nov 9;3(1):100245. doi: 10.1016/j.xops.2022.100245. eCollection 2023 Mar.","Zang P","Ophthalmol Sci","2022","2022/12/29","PMC9791595","","10.1016/j.xops.2022.100245"
"38472513","Deep learning-based automated lesion segmentation on pediatric focal cortical dysplasia II preoperative MRI: a reliable approach","Zhang S, Zhuang Y, Luo Y, Zhu F, Zhao W, Zeng H.","Insights Imaging. 2024 Mar 13;15(1):71. doi: 10.1186/s13244-024-01635-6.","Zhang S","Insights Imaging","2024","2024/03/13","PMC10933224","","10.1186/s13244-024-01635-6"
"37508836","GIT-Net: An Ensemble Deep Learning-Based GI Tract Classification of Endoscopic Images","Gunasekaran H, Ramalakshmi K, Swaminathan DK, J A, Mazzara M.","Bioengineering (Basel). 2023 Jul 5;10(7):809. doi: 10.3390/bioengineering10070809.","Gunasekaran H","Bioengineering (Basel)","2023","2023/07/29","PMC10376874","","10.3390/bioengineering10070809"
"38438094","Feasibility of the application of deep learning-reconstructed ultra-fast respiratory-triggered T2-weighted imaging at 3 T in liver imaging","Liu K, Sun H, Wang X, Wen X, Yang J, Zhang X, Chen C, Zeng M.","Magn Reson Imaging. 2024 Mar 2;109:27-33. doi: 10.1016/j.mri.2024.03.001. Online ahead of print.","Liu K","Magn Reson Imaging","2024","2024/03/04","","","10.1016/j.mri.2024.03.001"
"38280624","Identification of high-risk imaging features in hypertrophic cardiomyopathy using electrocardiography: A deep-learning approach","Carrick RT, Ahamed H, Sung E, Maron MS, Madias C, Avula V, Studley R, Bao C, Bokhari N, Quintana E, Rajesh-Kannan R, Maron BJ, Wu KC, Rowin EJ.","Heart Rhythm. 2024 Jan 26:S1547-5271(24)00085-7. doi: 10.1016/j.hrthm.2024.01.031. Online ahead of print.","Carrick RT","Heart Rhythm","2024","2024/01/27","","","10.1016/j.hrthm.2024.01.031"
"38201608","Automated Laryngeal Cancer Detection and Classification Using Dwarf Mongoose Optimization Algorithm with Deep Learning","Mohamed N, Almutairi RL, Abdelrahim S, Alharbi R, Alhomayani FM, Elamin Elnaim BM, Elhag AA, Dhakal R.","Cancers (Basel). 2023 Dec 29;16(1):181. doi: 10.3390/cancers16010181.","Mohamed N","Cancers (Basel)","2023","2024/01/11","PMC10778016","","10.3390/cancers16010181"
"38115810","Artificial intelligence for triaging of breast cancer screening mammograms and workload reduction: A meta-analysis of a deep learning software","Xavier D, Miyawaki I, Campello Jorge CA, Freitas Silva GB, Lloyd M, Moraes F, Patel B, Batalini F.","J Med Screen. 2023 Dec 20:9691413231219952. doi: 10.1177/09691413231219952. Online ahead of print.","Xavier D","J Med Screen","2023","2023/12/20","","","10.1177/09691413231219952"
"38105894","Deep learning models for preoperative T-stage assessment in rectal cancer using MRI: exploring the impact of rectal filling","Tian C, Ma X, Lu H, Wang Q, Shao C, Yuan Y, Shen F.","Front Med (Lausanne). 2023 Nov 29;10:1326324. doi: 10.3389/fmed.2023.1326324. eCollection 2023.","Tian C","Front Med (Lausanne)","2023","2023/12/18","PMC10722089","","10.3389/fmed.2023.1326324"
"38065499","Comparison between U-shaped structural deep learning models to detect landslide traces","Dang KB, Nguyen CQ, Tran QC, Nguyen H, Nguyen TT, Nguyen DA, Tran TH, Bui PT, Giang TL, Nguyen DA, Lenh TA, Ngo VL, Yasir M, Nguyen TT, Ngo HH.","Sci Total Environ. 2024 Feb 20;912:169113. doi: 10.1016/j.scitotenv.2023.169113. Epub 2023 Dec 7.","Dang KB","Sci Total Environ","2024","2023/12/08","","","10.1016/j.scitotenv.2023.169113"
"38058836","Deep learning-based diagnosis of lung cancer using a nationwide respiratory cytology image set: improving accuracy and inter-observer variability","Kim T, Chang H, Kim B, Yang J, Koo D, Lee J, Chang JW, Hwang G, Gong G, Cho NH, Yoo CW, Pyo JY, Chong Y.","Am J Cancer Res. 2023 Nov 15;13(11):5493-5503. eCollection 2023.","Kim T","Am J Cancer Res","2023","2023/12/07","PMC10695775","",""
"38034401","DeepTM: A deep learning algorithm for prediction of melting temperature of thermophilic proteins directly from sequences","Li M, Wang H, Yang Z, Zhang L, Zhu Y.","Comput Struct Biotechnol J. 2023 Nov 4;21:5544-5560. doi: 10.1016/j.csbj.2023.11.006. eCollection 2023.","Li M","Comput Struct Biotechnol J","2023","2023/11/30","PMC10681957","","10.1016/j.csbj.2023.11.006"
"37835786","Usefulness of T2-Weighted Images with Deep-Learning-Based Reconstruction in Nasal Cartilage","Gao Y, Liu WV, Li L, Liu C, Zha Y.","Diagnostics (Basel). 2023 Sep 25;13(19):3044. doi: 10.3390/diagnostics13193044.","Gao Y","Diagnostics (Basel)","2023","2023/10/14","PMC10572289","","10.3390/diagnostics13193044"
"37571615","A Deep Learning-Based Algorithm for Identifying Precipitation Clouds Using Fengyun-4A Satellite Observation Data","Ma G, Huang J, Zhang Y, Zhu L, Lim Kam Sian KTC, Feng Y, Yu T.","Sensors (Basel). 2023 Jul 31;23(15):6832. doi: 10.3390/s23156832.","Ma G","Sensors (Basel)","2023","2023/08/12","PMC10422346","","10.3390/s23156832"
"37547613","Two-step hierarchical neural network for classification of dry age-related macular degeneration using optical coherence tomography images","Hu M, Wu B, Lu D, Xie J, Chen Y, Yang Z, Dai W.","Front Med (Lausanne). 2023 Jul 19;10:1221453. doi: 10.3389/fmed.2023.1221453. eCollection 2023.","Hu M","Front Med (Lausanne)","2023","2023/08/07","PMC10403700","","10.3389/fmed.2023.1221453"
"37482038","MBR-Net: A multi-branch residual network based on ultrasound backscattered signals for characterizing pediatric hepatic steatosis","Wang Q, Lai MW, Bin G, Ding Q, Wu S, Zhou Z, Tsui PH.","Ultrasonics. 2023 Dec;135:107093. doi: 10.1016/j.ultras.2023.107093. Epub 2023 Jun 27.","Wang Q","Ultrasonics","2023","2023/07/23","","","10.1016/j.ultras.2023.107093"
"37444573","Feature Importance Analysis of a Deep Learning Model for Predicting Late Bladder Toxicity Occurrence in Uterine Cervical Cancer Patients","Cheon W, Han M, Jeong S, Oh ES, Lee SU, Lee SB, Shin D, Lim YK, Jeong JH, Kim H, Kim JY.","Cancers (Basel). 2023 Jul 2;15(13):3463. doi: 10.3390/cancers15133463.","Cheon W","Cancers (Basel)","2023","2023/07/14","PMC10340146","","10.3390/cancers15133463"
"37289279","A YOLOv5-based network for the detection of a diffuse reflectance spectroscopy probe to aid surgical guidance in gastrointestinal cancer surgery","Gkouzionis I, Zhong Y, Nazarian S, Darzi A, Patel N, Peters CJ, Elson DS.","Int J Comput Assist Radiol Surg. 2024 Jan;19(1):11-14. doi: 10.1007/s11548-023-02944-9. Epub 2023 Jun 8.","Gkouzionis I","Int J Comput Assist Radiol Surg","2024","2023/06/08","PMC10769906","","10.1007/s11548-023-02944-9"
"37275380","Deep learning-based classification system of bacterial keratitis and fungal keratitis using anterior segment images","Won YK, Lee H, Kim Y, Han G, Chung TY, Ro YM, Lim DH.","Front Med (Lausanne). 2023 May 18;10:1162124. doi: 10.3389/fmed.2023.1162124. eCollection 2023.","Won YK","Front Med (Lausanne)","2023","2023/06/05","PMC10233039","","10.3389/fmed.2023.1162124"
"37206212","Association of collagen deep learning classifier with prognosis and chemotherapy benefits in stage II-III colon cancer","Jiang W, Wang H, Chen W, Zhao Y, Yan B, Chen D, Dong X, Cheng J, Lin Z, Zhuo S, Wang H, Yan J.","Bioeng Transl Med. 2023 Apr 17;8(3):e10526. doi: 10.1002/btm2.10526. eCollection 2023 May.","Jiang W","Bioeng Transl Med","2023","2023/05/19","PMC10189440","","10.1002/btm2.10526"
"37177585","Cluster-Locating Algorithm Based on Deep Learning for Silicon Pixel Sensors","Mai F, Yang H, Wang D, Chen G, Gao R, Chen X, Zhao C.","Sensors (Basel). 2023 Apr 28;23(9):4383. doi: 10.3390/s23094383.","Mai F","Sensors (Basel)","2023","2023/05/13","PMC10181648","","10.3390/s23094383"
"37174121","Automated Deep Learning-Based Classification of Wilms Tumor Histopathology","van der Kamp A, de Bel T, van Alst L, Rutgers J, van den Heuvel-Eibrink MM, Mavinkurve-Groothuis AMC, van der Laak J, de Krijger RR.","Cancers (Basel). 2023 May 8;15(9):2656. doi: 10.3390/cancers15092656.","van der Kamp A","Cancers (Basel)","2023","2023/05/13","PMC10177041","","10.3390/cancers15092656"
"37046776","Radiologic versus Segmentation Measurements to Quantify Wilms Tumor Volume on MRI in Pediatric Patients","Buser MAD, van der Steeg AFW, Wijnen MHWA, Fitski M, van Tinteren H, van den Heuvel-Eibrink MM, Littooij AS, van der Velden BHM.","Cancers (Basel). 2023 Apr 1;15(7):2115. doi: 10.3390/cancers15072115.","Buser MAD","Cancers (Basel)","2023","2023/04/13","PMC10092966","","10.3390/cancers15072115"
"36988836","Employing Multiple Low-Dose PET Images (at Different Dose Levels) as Prior Knowledge to Predict Standard-Dose PET Images","Sanaei B, Faghihi R, Arabi H.","J Digit Imaging. 2023 Aug;36(4):1588-1596. doi: 10.1007/s10278-023-00815-y. Epub 2023 Mar 29.","Sanaei B","J Digit Imaging","2023","2023/03/29","PMC10406788","","10.1007/s10278-023-00815-y"
"36832283","Deep Learning-Based Image Quality Improvement in Digital Positron Emission Tomography for Breast Cancer","Mori M, Fujioka T, Hara M, Katsuta L, Yashima Y, Yamaga E, Yamagiwa K, Tsuchiya J, Hayashi K, Kumaki Y, Oda G, Nakagawa T, Onishi I, Kubota K, Tateishi U.","Diagnostics (Basel). 2023 Feb 20;13(4):794. doi: 10.3390/diagnostics13040794.","Mori M","Diagnostics (Basel)","2023","2023/02/25","PMC9955555","","10.3390/diagnostics13040794"
"36769762","Comparative Cardiac Magnetic Resonance-Based Feature Tracking and Deep-Learning Strain Assessment in Patients Hospitalized for Acute Myocarditis","Urmeneta Ulloa J, Martínez de Vega V, Álvarez Vázquez A, Andreu-Vázquez C, Thuissard-Vasallo IJ, Recio Rodríguez M, Pizarro G, Cabrera JÁ.","J Clin Med. 2023 Jan 31;12(3):1113. doi: 10.3390/jcm12031113.","Urmeneta Ulloa J","J Clin Med","2023","2023/02/11","PMC9917983","","10.3390/jcm12031113"
"36765539","Thin-Slice Prostate MRI Enabled by Deep Learning Image Reconstruction","Gassenmaier S, Warm V, Nickel D, Weiland E, Herrmann J, Almansour H, Wessling D, Afat S.","Cancers (Basel). 2023 Jan 18;15(3):578. doi: 10.3390/cancers15030578.","Gassenmaier S","Cancers (Basel)","2023","2023/02/11","PMC9913660","","10.3390/cancers15030578"
"36682018","Biological knowledge graph-guided investigation of immune therapy response in cancer with graph neural network","Zhao L, Qi X, Chen Y, Qiao Y, Bu D, Wu Y, Luo Y, Wang S, Zhang R, Zhao Y.","Brief Bioinform. 2023 Mar 19;24(2):bbad023. doi: 10.1093/bib/bbad023.","Zhao L","Brief Bioinform","2023","2023/01/22","","","10.1093/bib/bbad023"
"36481759","Patch-based CNN for corneal segmentation of AS-OCT images: Effect of the number of classes and image quality upon performance","Garcia-Marin YF, Alonso-Caneiro D, Fisher D, Vincent SJ, Collins MJ.","Comput Biol Med. 2023 Jan;152:106342. doi: 10.1016/j.compbiomed.2022.106342. Epub 2022 Nov 30.","Garcia-Marin YF","Comput Biol Med","2023","2022/12/09","","","10.1016/j.compbiomed.2022.106342"
"36442167","Assessment of artificial intelligence-aided reading in the detection of nasal bone fractures","Yang C, Yang L, Gao GD, Zong HQ, Gao D.","Technol Health Care. 2023;31(3):1017-1025. doi: 10.3233/THC-220501.","Yang C","Technol Health Care","2023","2022/11/28","","","10.3233/THC-220501"
"38476360","Deep learning based ultrasound analysis facilitates precise distinction between parotid pleomorphic adenoma and Warthin tumor","Liu XH, Miao YY, Qian L, Shi ZT, Wang Y, Su JL, Chang C, Chen JY, Chen JG, Li JW.","Front Oncol. 2024 Feb 27;14:1337631. doi: 10.3389/fonc.2024.1337631. eCollection 2024.","Liu XH","Front Oncol","2024","2024/03/13","PMC10927830","","10.3389/fonc.2024.1337631"
"38075473","Automated decision support for Hallux Valgus treatment options using anteroposterior foot radiographs","Kwolek K, Gądek A, Kwolek K, Kolecki R, Liszka H.","World J Orthop. 2023 Nov 18;14(11):800-812. doi: 10.5312/wjo.v14.i11.800. eCollection 2023 Nov 18.","Kwolek K","World J Orthop","2023","2023/12/11","PMC10698342","","10.5312/wjo.v14.i11.800"
"37879598","Deep learning to automatically classify very large sets of preoperative and postoperative shoulder arthroplasty radiographs","Yang L, Oeding JF, de Marinis R, Marigi E, Sanchez-Sotelo J.","J Shoulder Elbow Surg. 2024 Apr;33(4):773-780. doi: 10.1016/j.jse.2023.09.021. Epub 2023 Oct 23.","Yang L","J Shoulder Elbow Surg","2024","2023/10/25","","","10.1016/j.jse.2023.09.021"
"36823229","The devil is in the details: a small-lesion sensitive weakly supervised learning framework for prostate cancer detection and grading","Yang Z, Wang X, Xiang J, Zhang J, Yang S, Wang X, Yang W, Li Z, Han X, Liu Y.","Virchows Arch. 2023 Mar;482(3):525-538. doi: 10.1007/s00428-023-03502-z. Epub 2023 Feb 23.","Yang Z","Virchows Arch","2023","2023/02/23","","","10.1007/s00428-023-03502-z"
"38420331","Optical projection tomography reconstruction with few views using highly-generalizable deep learning at sinogram domain","Sun J, Zhao F, Zhu L, Liu B, Fei P.","Biomed Opt Express. 2023 Nov 13;14(12):6260-6270. doi: 10.1364/BOE.500152. eCollection 2023 Dec 1.","Sun J","Biomed Opt Express","2023","2024/02/29","PMC10898583","","10.1364/BOE.500152"
"36904958","Deep Learning Derived Object Detection and Tracking Technology Based on Sensor Fusion of Millimeter-Wave Radar/Video and Its Application on Embedded Systems","Lin JJ, Guo JI, Shivanna VM, Chang SY.","Sensors (Basel). 2023 Mar 2;23(5):2746. doi: 10.3390/s23052746.","Lin JJ","Sensors (Basel)","2023","2023/03/11","PMC10007169","","10.3390/s23052746"
"38473040","Deep Convolutional Neural Networks Provide Motion Grading for High-Resolution Peripheral Quantitative Computed Tomography of the Scaphoid","Benedikt S, Zelger P, Horling L, Stock K, Pallua J, Schirmer M, Degenhart G, Ruzicka A, Arora R.","Diagnostics (Basel). 2024 Mar 6;14(5):568. doi: 10.3390/diagnostics14050568.","Benedikt S","Diagnostics (Basel)","2024","2024/03/13","PMC10931275","","10.3390/diagnostics14050568"
"38400497","Semantic and Geometric-Aware Day-to-Night Image Translation Network","Bang G, Lee J, Endo Y, Nishimori T, Nakao K, Kamijo S.","Sensors (Basel). 2024 Feb 19;24(4):1339. doi: 10.3390/s24041339.","Bang G","Sensors (Basel)","2024","2024/02/24","PMC10891961","","10.3390/s24041339"
"38228048","HDTO-DeepAR: A novel hybrid approach to forecast surface water quality indicators","Singh RB, Patra KC, Pradhan B, Samantra A.","J Environ Manage. 2024 Feb 14;352:120091. doi: 10.1016/j.jenvman.2024.120091. Epub 2024 Jan 15.","Singh RB","J Environ Manage","2024","2024/01/16","","","10.1016/j.jenvman.2024.120091"
"37742419","A deep learning system to monitor and assess rehabilitation exercises in home-based remote and unsupervised conditions","Mennella C, Maniscalco U, Pietro G, Esposito M.","Comput Biol Med. 2023 Sep 18;166:107485. doi: 10.1016/j.compbiomed.2023.107485. Online ahead of print.","Mennella C","Comput Biol Med","2023","2023/09/24","","","10.1016/j.compbiomed.2023.107485"
"37430695","Convolutional Neural Network-Based Transformer Fault Diagnosis Using Vibration Signals","Li C, Chen J, Yang C, Yang J, Liu Z, Davari P.","Sensors (Basel). 2023 May 16;23(10):4781. doi: 10.3390/s23104781.","Li C","Sensors (Basel)","2023","2023/07/11","PMC10223529","","10.3390/s23104781"
"37274226","Automatic renal mass segmentation and classification on CT images based on 3D U-Net and ResNet algorithms","Zhao T, Sun Z, Guo Y, Sun Y, Zhang Y, Wang X.","Front Oncol. 2023 May 18;13:1169922. doi: 10.3389/fonc.2023.1169922. eCollection 2023.","Zhao T","Front Oncol","2023","2023/06/05","PMC10233136","","10.3389/fonc.2023.1169922"
"37034169","EEGformer: A transformer-based brain activity classification method using EEG signal","Wan Z, Li M, Liu S, Huang J, Tan H, Duan W.","Front Neurosci. 2023 Mar 24;17:1148855. doi: 10.3389/fnins.2023.1148855. eCollection 2023.","Wan Z","Front Neurosci","2023","2023/04/10","PMC10079879","","10.3389/fnins.2023.1148855"
"37960597","A High-Resolution Network with Strip Attention for Retinal Vessel Segmentation","Ye Z, Liu Y, Jing T, He Z, Zhou L.","Sensors (Basel). 2023 Nov 1;23(21):8899. doi: 10.3390/s23218899.","Ye Z","Sensors (Basel)","2023","2023/11/14","PMC10650600","","10.3390/s23218899"
"37374850","Research on Intelligent Wheelchair Attitude-Based Adjustment Method Based on Action Intention Recognition","Cui J, Huang Z, Li X, Cui L, Shang Y, Tong L.","Micromachines (Basel). 2023 Jun 17;14(6):1265. doi: 10.3390/mi14061265.","Cui J","Micromachines (Basel)","2023","2023/06/28","PMC10305684","","10.3390/mi14061265"
"37362732","Exploring the effects of pandemics on transportation through correlations and deep learning techniques","Gamel SA, Hassan E, El-Rashidy N, Talaat FM.","Multimed Tools Appl. 2023 Jun 7:1-22. doi: 10.1007/s11042-023-15803-1. Online ahead of print.","Gamel SA","Multimed Tools Appl","2023","2023/06/26","PMC10244085","","10.1007/s11042-023-15803-1"
"37089895","Utilizing Deep Learning Models and Transfer Learning for COVID-19 Detection from X-Ray Images","Agrawal S, Honnakasturi V, Nara M, Patil N.","SN Comput Sci. 2023;4(4):326. doi: 10.1007/s42979-022-01655-3. Epub 2023 Apr 15.","Agrawal S","SN Comput Sci","2023","2023/04/24","PMC10105354","","10.1007/s42979-022-01655-3"
"36991624","Proactive Fault Prediction of Fog Devices Using LSTM-CRP Conceptual Framework for IoT Applications","H S, Venkataraman N.","Sensors (Basel). 2023 Mar 8;23(6):2913. doi: 10.3390/s23062913.","H S","Sensors (Basel)","2023","2023/03/30","PMC10054027","","10.3390/s23062913"
"36833142","Deep Learning-Based Yoga Posture Recognition Using the Y_PN-MSSD Model for Yoga Practitioners","Upadhyay A, Basha NK, Ananthakrishnan B.","Healthcare (Basel). 2023 Feb 17;11(4):609. doi: 10.3390/healthcare11040609.","Upadhyay A","Healthcare (Basel)","2023","2023/02/25","PMC9956159","","10.3390/healthcare11040609"
"36829660","Myocardial Segmentation of Tagged Magnetic Resonance Images with Transfer Learning Using Generative Cine-To-Tagged Dataset Transformation","Dhaene AP, Loecher M, Wilson AJ, Ennis DB.","Bioengineering (Basel). 2023 Jan 28;10(2):166. doi: 10.3390/bioengineering10020166.","Dhaene AP","Bioengineering (Basel)","2023","2023/02/25","PMC9952238","","10.3390/bioengineering10020166"
"36619218","Hippocampus Segmentation-Based Alzheimer's Disease Diagnosis and Classification of MRI Images","Balasundaram A, Srinivasan S, Prasad A, Malik J, Kumar A.","Arab J Sci Eng. 2023 Jan 3:1-17. doi: 10.1007/s13369-022-07538-2. Online ahead of print.","Balasundaram A","Arab J Sci Eng","2023","2023/01/09","PMC9810248","","10.1007/s13369-022-07538-2"
"37027266","SALR: Sharpness-Aware Learning Rate Scheduler for Improved Generalization","Yue X, Nouiehed M, Kontar RA.","IEEE Trans Neural Netw Learn Syst. 2023 Apr 7;PP. doi: 10.1109/TNNLS.2023.3263393. Online ahead of print.","Yue X","IEEE Trans Neural Netw Learn Syst","2023","2023/04/07","","","10.1109/TNNLS.2023.3263393"
"36981303","Application of Fault Diagnosis Method Combining Finite Element Method and Transfer Learning for Insufficient Turbine Rotor Fault Samples","Zhang Q, He Q, Qin J, Duan J.","Entropy (Basel). 2023 Feb 24;25(3):414. doi: 10.3390/e25030414.","Zhang Q","Entropy (Basel)","2023","2023/03/29","PMC10047135","","10.3390/e25030414"
"38423747","Identifying Patients with CSF-Venous Fistula Using Brain MRI: A Deep Learning Approach","Faghani S, Moassefi M, Madhavan AA, Mark IT, Verdoorn JT, Erickson BJ, Benson JC.","AJNR Am J Neuroradiol. 2024 Feb 29. doi: 10.3174/ajnr.A8173. Online ahead of print.","Faghani S","AJNR Am J Neuroradiol","2024","2024/02/29","","","10.3174/ajnr.A8173"
"37845435","Relationship Between Cognitive Function, Oral Conditions and Systemic Metabolic Function in the Elderly","Karako K, Chen Y, Oyama K, Hu L, Sakatani K.","Adv Exp Med Biol. 2023;1438:27-31. doi: 10.1007/978-3-031-42003-0_5.","Karako K","Adv Exp Med Biol","2023","2023/10/16","","","10.1007/978-3-031-42003-0_5"
"37208320","General framework for E(3)-equivariant neural network representation of density functional theory Hamiltonian","Gong X, Li H, Zou N, Xu R, Duan W, Xu Y.","Nat Commun. 2023 May 18;14(1):2848. doi: 10.1038/s41467-023-38468-8.","Gong X","Nat Commun","2023","2023/05/19","PMC10199065","","10.1038/s41467-023-38468-8"
"36825084","Using deep learning to predict tumor mutational burden from scans of H&E-stained multicenter slides of lung squamous cell carcinoma","Dammak S, Cecchini MJ, Breadner D, Ward AD.","J Med Imaging (Bellingham). 2023 Jan;10(1):017502. doi: 10.1117/1.JMI.10.1.017502. Epub 2023 Feb 21.","Dammak S","J Med Imaging (Bellingham)","2023","2023/02/24","PMC9941775","","10.1117/1.JMI.10.1.017502"
"37837162","HOMLC-Hyperparameter Optimization for Multi-Label Classification of Intrusion Detection Data for Internet of Things Network","Sharma A, Rani S, Sah DK, Khan Z, Boulila W.","Sensors (Basel). 2023 Oct 9;23(19):8333. doi: 10.3390/s23198333.","Sharma A","Sensors (Basel)","2023","2023/10/14","PMC10575459","","10.3390/s23198333"
"38420019","Predicting voxel-level dose distributions of single-isocenter volumetric modulated arc therapy treatment plan for multiple brain metastases","Huang P, Shang J, Hu Z, Liu Z, Yan H.","Front Oncol. 2024 Feb 14;14:1339126. doi: 10.3389/fonc.2024.1339126. eCollection 2024.","Huang P","Front Oncol","2024","2024/02/29","PMC10900235","","10.3389/fonc.2024.1339126"
